name,address,latitude,longitude
町田中町店,東京都町田市中町1-1-4,35.545696,139.445572
篠崎店,東京都江戸川区篠崎町2-6-1,35.706078,139.904526
大崎市民病院店,宮城県大崎市古川穂波3-8-1,38.565533,140.944031
西日暮里店,東京都荒川区西日暮里5-14-1,35.73267,139.767868
江戸崎パンプ店,茨城県稲敷市江戸崎甲4836,35.959206,140.315918
人形町1丁目店,東京都中央区日本橋人形町1-17-6,35.685352,139.782974
安土町店,大阪府大阪市中央区安土町3-2-4,34.684326,135.502609
希望ヶ丘店,神奈川県横浜市旭区中希望が丘265,35.460484,139.514008
みずほ台店,埼玉県富士見市東みずほ台2-29-1,35.838673,139.549988
本町中央大通り店,大阪府大阪市中央区久太郎町2-5-31,34.681511,135.504349
花小金井店,東京都小平市花小金井1-1-13,35.726696,139.512909
エッソ国見ヶ丘店,宮城県仙台市青葉区吉成台1-1-8,38.292858,140.822723
相模大野コリドー街店,神奈川県相模原市南区相模大野3-18-11,35.532959,139.435349
白河店,福島県白河市北中川原161-1,37.122177,140.227051
三鷹南口店,東京都三鷹市下連雀3-35-6,35.70145,139.560944
下りホーム店,東京都足立区千住旭町42-1,35.752808,139.806046
川崎ダイス店,神奈川県川崎市川崎区駅前本町8-14,35.531353,139.70015
天神橋2丁目店,大阪府大阪市北区天神橋2-1-23,34.696247,135.511826
津駅チャム店,三重県津市羽所町官有地,34.733402,136.511154
西天満宇治電ビル店,大阪府大阪市北区西天満4-8-17,34.697784,135.50444
菊川店,東京都墨田区菊川2-5-6,35.68824,139.805161
イオンタウン水戸南店,茨城県東茨城郡茨城町長岡3480-101,36.309364,140.439804
秋葉原和泉橋店,東京都千代田区神田岩本町1,35.69606,139.774963
八戸ピアドゥ店,青森県八戸市沼館4-7-112,40.526081,141.497589
アリオ蘇我店,千葉県千葉市中央区川崎町52-7,35.588078,140.122589
国立大学通り店,東京都国立市中1-16,35.69709,139.445145
Emio狭山市店,埼玉県狭山市祇園4-55,35.856785,139.413498
三軒茶屋キャロットタワー店,東京都世田谷区太子堂4-1-1,35.643543,139.66983
浦安南口店,千葉県浦安市北栄1-13-25,35.66581,139.893646
伊勢原店,神奈川県伊勢原市桜台1-1-7,35.395618,139.313553
